bin	genus_type	genus_proposed	species_proposed	language	gender	genus_explanation	species_explanation	genus_status	species_status	novelty_method	accession	sequencing_technology	binning_workflow	genome_size	total_contigs	coverage	GC_content	completeness_estimate	contamination_estimate	count_16S	count_tRNA	taxonomy_GTDB	taxonomy_proposed	taxonomy_SILVA	taxonomy_SILVA_perc	sample_name	sample_country	longitude	latitude	sample_type	sample_habitat_broad	sample_habitat_local
MFD09603.bin.1.5	N	Rutskerihabitans	proximus	N.L.	masch.	Microbe found nearby Rutsker	A species related to but distinct from the existing species	Formerly ''Incertae Sedis'' in Silva 138.2	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963767705.1	Oxford Nanopore PromethION	mmlong2	3942446	3	26.01692	60.71	98.94	0.77	1	22	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Rutskerihabitans;s__Rutskerihabitans proximus	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Terriglobales;f__Acidobacteriaceae (Subgroup 1);g__Incertae Sedis;s__uncultured bacterium	99.2	MFD09603	Denmark	14.9796	55.2067	Soil	Rocky habitats and caves	Siliceous rocky slopes
MFD09368.bin.1.142	N	Drejoemorpha	humica	N.L.	fem.	Microbe found nearby Drejoe	A species found in soil	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963796925.1	Oxford Nanopore PromethION	mmlong2	4908053	2	29.00212	55.41	99.22	0.39	1	23	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Drejoemorpha;s__Drejoemorpha humica	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Terriglobales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured Acidobacteria bacterium	98.4	MFD09368	Denmark	9.3861	54.8519	Soil	Grassland formations	Semi-natural dry grasslands
MFD06714.bin.1.236	N	Skadsibacterium	terreus	N.L.	neut.	Microbe found nearby Skads	A species found in soil	Formerly ''Incertae Sedis'' in Silva 138.2	Formerly ''uncultured Acidobacteria bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963802555.1	Oxford Nanopore PromethION	mmlong2	4275816	5	35.1386	56.94	98.18	0.34	1	23	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Skadsibacterium;s__Skadsibacterium terreus	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Terriglobales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured Acidobacteria bacterium	99.7	MFD06714	Denmark	9.988333	55.207112	Soil	Dunes	Decalcified Empetrum dunes
MFD00731.bin.1.2	N	Ejstrupibacter	telluricus	N.L.	masch.	Microbe found nearby Ejstrup	A species found in soil	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963737205.1	Oxford Nanopore PromethION	mmlong2	5616200	9	33.439713	59.3	95.92	2.08	1	22	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Ejstrupibacter;s__Ejstrupibacter telluricus	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup 2;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	97	MFD00731	Denmark	10.2307	56.2289	Soil	Dunes	Inland dunes Empetrum nigrum
MFD03399.bin.1.33	N	Sjoersleviaba	scandia	N.L.	fem.	Microbe found nearby Sjoerslev	A species from Scandinavia	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963847505.1	Oxford Nanopore PromethION	mmlong2	4208404	5	49.4729	56.88	98.2	0.18	1	23	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Sjoersleviaba;s__Sjoersleviaba scandia	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup 2;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	97.6	MFD03399	Denmark	9.77493	57.18586	Soil	Grassland formations	Species-rich Nardus upland grassland
MFD09222.bin.1.161	N	Sjoersleviaba	terrea	N.L.	fem.	Microbe found nearby Sjoerslev	A species found in soil	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963748845.1	Oxford Nanopore PromethION	mmlong2	5103035	2	26.48062	57.2	99.07	0.29	1	22	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Sjoersleviaba;s__Sjoersleviaba terrea	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup 2;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	94.8	MFD09222	Denmark	9.2476	56.2643	Soil	Temperate heath and scrub	Wet heath
MFD10064.bin.1.47	N	Sjoersleviaba	arida	N.L.	fem.	Microbe found nearby Sjoerslev	A species found in sand	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963703805.1	Oxford Nanopore PromethION	mmlong2	4606648	6	15.90774	58.53	96.31	0.16	1	23	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Sjoersleviaba;s__Sjoersleviaba arida	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup 2;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	94.3	MFD10064	Denmark	8.42712	56.91759	Soil	Dunes	Decalcified Empetrum dunes
MFD05684.bin.1.2	N	Fredensisoma	ripicum	N.L.	neut.	Microbe found nearby Fredens	A species found in the coast	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963768615.1	Oxford Nanopore PromethION	mmlong2	4622177	8	34.895	71	94.22	0.03	1	23	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__JABDJR01;f__JABDJR01;g__Unclassified;s__Unclassified	d__Bacteria;p__Eisenbacteria;c__Ravnsnaesimenia;o__Fredensisomatales;f__JABDJR01;g__Fredensisoma;s__Fredensisoma ripicum	d__Bacteria;p__Latescibacterota;c__Incertae Sedis;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	95.6	MFD05684	Denmark	8.2638	55.5312	Soil	Coastal	Salicornia mud
MFD05942.bin.1.119	N	Fredensisoma	vicinum	N.L.	neut.	Microbe found nearby Fredens	A species related to but distinct from the existing species	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963762255.1	Oxford Nanopore PromethION	mmlong2	4136756	3	28.79332	66.67	93.61	0.09	1	23	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__JABDJR01;f__Unclassified;g__Unclassified;s__Unclassified	d__Bacteria;p__Eisenbacteria;c__Ravnsnaesimenia;o__Fredensisomatales;f__Fredensisomataceae;g__Fredensisoma;s__Fredensisoma vicinum	d__Bacteria;p__Latescibacterota;c__Incertae Sedis;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	94.7	MFD05942	Denmark	9.6177	56.7771	Soil	Fields	"Poales, grass"
MFD01721.bin.1.83	N	Kastbjergiana	humica	N.L.	fem.	Microbe found nearby Kastbjerg	A species found in soil	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963779755.1	Oxford Nanopore PromethION	mmlong2	4234673	4	37.699142	68.5	96.97	0.65	1	23	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__Unclassified;s__Unclassified	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Siemiabaceae;g__Kastbjergiana;s__Kastbjergiana humica	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadia;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Incertae Sedis;s__uncultured Gemmatimonadetes bacterium	96.1	MFD01721	Denmark	10.5019	55.4485	Soil	Coastal	Salicornia mud
MFD01721.bin.1.274	N	Oestrupivivens	ripicus	N.L.	masch.	Microbe found nearby Oestrup	A species found in the coast	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963728445.1	Oxford Nanopore PromethION	mmlong2	4299526	8	116.496796	70.69	97.05	1.36	2	23	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__RSA9;g__Unclassified;s__Unclassified	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Munkeboaceae;g__Oestrupivivens;s__Oestrupivivens ripicus	d__Bacteria;p__Gemmatimonadota;c__S0134 terrestrial group;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	90.7	MFD01721	Denmark	10.5019	55.4485	Soil	Coastal	Salicornia mud
MFD01721.bin.1.4	N	Oestrupivivens	borealis	N.L.	masch.	Microbe found nearby Oestrup	A species from the north	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963816355.1	Oxford Nanopore PromethION	mmlong2	3853758	6	66.03936	72.14	97.48	1.88	2	23	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__RSA9;g__Unclassified;s__Unclassified	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Munkeboaceae;g__Oestrupivivens;s__Oestrupivivens borealis	d__Bacteria;p__Gemmatimonadota;c__BD2-11 terrestrial group;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	91.3	MFD01721	Denmark	10.5019	55.4485	Soil	Coastal	Salicornia mud
MFD03250.bin.1.194	N	Vaersleviaba	aquatica	N.L.	fem.	Microbe found nearby Vaerslev	A species found in water	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963761785.1	Oxford Nanopore PromethION	mmlong2	6379548	7	53.83266	52.19	96.54	4.97	2	22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Unclassified;s__Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Vaersleviaba;s__Vaersleviaba aquatica	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Tunicatimonas;s__Tunicatimonas pelagia	90.4	MFD03250	Denmark	11.0731	55.677	Water	Saltwater	Harbours
MFD05684.bin.1.228	N	Stigeiella	septentrionalis	N.L.	fem.	Microbe found nearby Stige	A species from the north	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963771005.1	Oxford Nanopore PromethION	mmlong2	6101362	10	17.23731	46.09	99.15	1.97	1	21	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__Unclassified;s__Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Stigeiellaceae;g__Stigeiella;s__Stigeiella septentrionalis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SB-5;g__Incertae Sedis;s__uncultured organism	96.1	MFD05684	Denmark	8.2638	55.5312	Soil	Coastal	Salicornia mud
MFD05684.bin.1.26	N	Stigeiella	orica	N.L.	fem.	Microbe found nearby Stige	A species found in the coast	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963809925.1	Oxford Nanopore PromethION	mmlong2	5223723	10	24.20886	44.1	97.06	0.92	1	22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__Unclassified;s__Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Stigeiellaceae;g__Stigeiella;s__Stigeiella orica	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SB-5;g__Incertae Sedis;s__uncultured organism	96.1	MFD05684	Denmark	8.2638	55.5312	Soil	Coastal	Salicornia mud
MFD01721.bin.1.71	N	Drigstrupium	oricum	N.L.	neut.	Microbe found nearby Drigstrup	A species found in the coast	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963790965.1	Oxford Nanopore PromethION	mmlong2	3961492	6	14.763096	62.22	97.28	0.43	2	22	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Unclassified;g__Unclassified;s__Unclassified	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Drigstrupiaceae;g__Drigstrupium;s__Drigstrupium oricum	d__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Incertae Sedis;s__uncultured Rhodothermaceae bacterium	91	MFD01721	Denmark	10.5019	55.4485	Soil	Coastal	Salicornia mud
MFD03250.bin.1.109	N	Drigstrupium	proximum	N.L.	neut.	Microbe found nearby Drigstrup	A species related to but distinct from the existing species	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963793245.1	Oxford Nanopore PromethION	mmlong2	3534002	5	23.63188	63.72	95	0.58	1	22	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__BA12;g__Unclassified;s__Unclassified	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Drigstrupiaceae;g__Drigstrupium;s__Drigstrupium proximum	d__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Incertae Sedis;s__Rhodothermaceae bacterium RA	90	MFD03250	Denmark	11.0731	55.677	Water	Saltwater	Harbours
MFD03250.bin.1.183	N	Drigstrupium	aquaticum	N.L.	neut.	Microbe found nearby Drigstrup	A species found in water	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963841855.1	Oxford Nanopore PromethION	mmlong2	3724774	5	14.56449	64.29	96.06	0.9	1	22	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__BA12;g__Unclassified;s__Unclassified	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Drigstrupiaceae;g__Drigstrupium;s__Drigstrupium aquaticum	d__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Incertae Sedis;s__uncultured Bacteroidetes bacterium	89.5	MFD03250	Denmark	11.0731	55.677	Water	Saltwater	Harbours
MFD02579.bin.1.71	N	Elsborgius	telluricus	N.L.	masch.	Microbe found nearby Elsborg	A species found in soil	Formerly ''UBA12409'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963713855.1	Oxford Nanopore PromethION	mmlong2	1521901	1	12.73338	41.39	91.22	3.24	1	22	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae;g__Unclassified;s__Unclassified	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae;g__Elsborgius;s__Elsborgius telluricus	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Incertae Sedis;g__UBA12409;s__uncultured Candidatus Dependentiae bacterium	94.9	MFD02579	Denmark	10.9905	57.2803	Soil	"Bogs, mires and fens"	Rhynchosporion depressions
MFD03323.bin.2.33	N	Propeborkiella	humica	N.L.	fem.	Microbe found nearby Soender Bork	A species found in soil	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963762115.1	Oxford Nanopore PromethION	mmlong2	1530897	7	12.69383	34.16	95.32	3.35	1	22	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__JANWKD01;g__Unclassified;s__Unclassified	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Propeborkiellaceae;g__Propeborkiella;s__Propeborkiella humica	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__Incertae Sedis;s__uncultured bacterium	97	MFD03323	Denmark	9.6333	56.459	Soil	Temperate heath and scrub	Wet heath
MFD05580.bin.1.128	N	Propeborkiella	scandia	N.L.	fem.	Microbe found nearby Soender Bork	A species from Scandinavia	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963722075.1	Oxford Nanopore PromethION	mmlong2	1466044	4	22.23901	34.63	99.2	1.97	1	22	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__JANWKD01;g__Unclassified;s__Unclassified	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Propeborkiellaceae;g__Propeborkiella;s__Propeborkiella scandia	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__Incertae Sedis;s__uncultured Candidatus Dependentiae bacterium	94.5	MFD05580	Denmark	9.5148	56.3838	Soil	"Bogs, mires and fens"	Active raised bogs
MFD05580.bin.1.59	N	Propeborkiella	affinis	N.L.	fem.	Microbe found nearby Soender Bork	A species related to but distinct from the existing species	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963722255.1	Oxford Nanopore PromethION	mmlong2	1618240	2	13.02627	34.22	93.05	2.55	1	22	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__JANWKD01;g__Unclassified;s__Unclassified	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Propeborkiellaceae;g__Propeborkiella;s__Propeborkiella affinis	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__Incertae Sedis;s__uncultured Candidatus Dependentiae bacterium	94.4	MFD05580	Denmark	9.5148	56.3838	Soil	"Bogs, mires and fens"	Active raised bogs
MFD03726.bin.1.133	N	Jelsivita	borealis	N.L.	fem.	Microbe found nearby Jels	A species from the north	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963796325.1	Oxford Nanopore PromethION	mmlong2	3578520	4	60.83603	43.92	94.17	0.16	2	21	d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__JAOACQ01;g__Unclassified;s__Unclassified	d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__Jelsivitaceae;g__Jelsivita;s__Jelsivita borealis	d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__Brevinemataceae;g__Thermospira;s__uncultured bacterium	90.1	MFD03726	Denmark	9.3209	55.2451	Sediment	Freshwater	Enclosed water
MFD03726.bin.1.3	N	Jelsivita	vicina	N.L.	fem.	Microbe found nearby Jels	A species related to but distinct from the existing species	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963768055.1	Oxford Nanopore PromethION	mmlong2	3688977	2	48.14	41.5	94.75	0	2	22	d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__JAOACQ01;g__Unclassified;s__Unclassified	d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__Jelsivitaceae;g__Jelsivita;s__Jelsivita vicina	d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__Brevinemataceae;g__Thermospira;s__uncultured bacterium	90.6	MFD03726	Denmark	9.3209	55.2451	Sediment	Freshwater	Enclosed water
MFD04780.bin.1.216	N	Padborgicola	propinquus	N.L.	masch.	Microbe found nearby Padborg	A species related to but distinct from the existing species	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963749175.1	Oxford Nanopore PromethION	mmlong2	948343	7	15.41849	41.32	98.89	0.14	1	21	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__Unclassified;s__Unclassified	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Sonderborgisomataceae;g__Padborgicola;s__Padborgicola propinquus	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	97.4	MFD04780	Denmark	9.7671	57.1929	Soil	"Bogs, mires and fens"	Quaking bogs
MFD09964.bin.1.34	N	Hjorringiaba	borealis	N.L.	fem.	Microbe found nearby Hjorring	A species from the north	Formerly ''Incertae Sedis'' in Silva 138.2	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963717285.1	Oxford Nanopore PromethION	mmlong2	2757597	7	22.79552	67.09	97.15	1.74	1	23	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__Unclassified;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Nebelibacteriales;f__Nebelibacteriaceae;g__Hjorringiaba;s__Hjorringiaba borealis	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	99.9	MFD09964	Denmark	9.0763	56.5565	Sediment	Saltwater	Fjords
MFD01275.bin.1.46	N	Naesborgicola	terreum	N.L.	masch.	Microbe found nearby Naesborg	A species found in soil	Formerly ''Incertae Sedis'' in Silva 138.2	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963807385.1	Oxford Nanopore PromethION	mmlong2	2746866	5	18.831482	70.04	94.51	0.03	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__Unclassified;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Naesborgicola;s__Naesborgicola terreum	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	98.8	MFD01275	Denmark	10.8089	56.5332	Soil	Dunes	Marram dunes (white dunes)
MFD04850.bin.1.53	N	Naesborgicola	humicus	N.L.	masch.	Microbe found nearby Naesborg	A species found in soil	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963788115.1	Oxford Nanopore PromethION	mmlong2	3744558	4	36.01694	69.92	93.81	1.21	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__Unclassified;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Naesborgicola;s__Naesborgicola humicus	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	97.1	MFD04850	Denmark	8.6134	56.8489	Soil	Grassland formations	Calcareous grassland
MFD00392.bin.1.337	N	Drejoeum	scandium	N.L.	neut.	Microbe found nearby Drejoe	A species from Scandinavia	Formerly ''Incertae Sedis'' in Silva 138.2	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963695675.1	Oxford Nanopore PromethION	mmlong2	2751493	8	38.22401	68.7	92.8	0.26	1	21	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__Unclassified;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Drejoeum;s__Drejoeum scandium	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	99.1	MFD00392	Denmark	11.6269	55.4231	Soil	Fields	"Fabales, Faba bean"
MFD00822.bin.1.76	N	Drejoeum	oricum	N.L.	neut.	Microbe found nearby Drejoe	A species found in the coast	Formerly ''Incertae Sedis'' in Silva 138.2	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963815045.1	Oxford Nanopore PromethION	mmlong2	3080775	5	25.842327	68.85	94.74	0.08	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__Unclassified;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Drejoeum;s__Drejoeum oricum	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	99	MFD00822	Denmark	9.612	56.9676	Soil	Coastal	Salt marshes and salt meadows
MFD05442.bin.1.300	N	Drejoeum	vicinum	N.L.	neut.	Microbe found nearby Drejoe	A species related to but distinct from the existing species	Formerly ''Incertae Sedis'' in Silva 138.2	Formerly ''uncultured Conexibacteraceae bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963743575.1	Oxford Nanopore PromethION	mmlong2	3094927	8	109.3822	68.19	95.86	0.03	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__Unclassified;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Drejoeum;s__Drejoeum vicinum	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured Conexibacteraceae bacterium	99.4	MFD05442	Denmark	8.822	56.7368	Soil	Coastal	Atlantic salt meadows
